t,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
55.892,-2.79135,-11.7513,3.78857,-2.10207,36.6313,-7.91309
55.897,-2.79822,-11.4515,3.67231,-2.84374,37.452,-4.21176
55.902,-2.79506,-11.1445,3.57145,-3.23657,38.2768,-0.417283
55.906,-2.7746,-10.9093,3.46875,-3.49327,39.2987,3.17858
55.911,-2.76577,-10.7267,3.43068,-3.85434,40.4039,6.84183
55.916,-2.71158,-10.525,3.39135,-4.43021,41.7468,10.8189
55.921,-2.56648,-10.3318,3.45145,-5.0642,43.3138,15.2036
55.926,-2.3555,-10.1456,3.46593,-5.85848,44.5244,19.7249
55.931,-2.21023,-10.0532,3.52046,-6.84659,45.5247,24.2609
55.936,-2.09489,-9.91576,3.60337,-7.4897,46.5558,28.4638
55.941,-1.99127,-9.82891,3.78269,-7.97326,47.7358,32.3425
55.946,-1.9532,-9.85683,3.92392,-9.12677,49.2147,35.4772
55.95,-1.80893,-9.93254,4.02411,-10.7155,51.3999,38.1708
55.956,-1.75734,-10.0359,4.29693,-12.7683,54.1737,40.1367
55.961,-1.6726,-10.2046,4.48923,-15.4947,57.7174,41.7113
55.965,-1.59382,-10.4274,4.58704,-18.7053,61.8862,43.3121
55.971,-1.51265,-10.6083,4.73679,-22.0274,66.399,44.315
55.975,-1.44341,-10.7915,4.89679,-25.2204,71.3695,44.4542
55.981,-1.32571,-11.087,5.06237,-28.607,76.1297,44.6083
55.985,-1.17317,-11.3823,5.19472,-32.4719,80.8247,44.8763
55.991,-1.05349,-11.7025,5.27234,-36.7182,85.0278,44.9947
55.995,-0.904213,-11.7169,5.38252,-42.291,88.2584,44.6453
56,-0.786912,-11.7537,5.32769,-46.4277,91.2584,44.207
56.006,-0.597844,-11.9391,5.32464,-48.2405,92.6381,44.6157
56.01,-0.289931,-12.202,5.5015,-50.4866,92.4407,45.6376
56.016,-0.22592,-12.3447,5.67297,-54.3837,91.6483,46.5502
56.02,-0.274767,-12.396,5.56943,-58.3512,90.2217,49.3547
56.026,-0.107873,-12.4329,5.33521,-59.6734,87.5388,54.8256
56.03,0.101056,-12.4149,5.08551,-58.505,81.4416,61.2396
56.035,0.152045,-12.3656,4.87349,-56.2395,71.8689,67.6185
56.041,-0.0385319,-12.232,4.81232,-53.4395,60.1029,74.4931
56.046,-0.30799,-12.0315,4.84585,-50.3238,48.9316,82.1185
56.051,-0.575247,-11.8205,4.91773,-47.7715,39.836,88.9613
56.055,-0.785911,-11.6787,4.98474,-46.2413,33.5228,93.2704
56.061,-0.881704,-11.4998,4.9495,-46.1436,30.049,95.7782
56.065,-0.901073,-11.1943,4.88926,-47.2975,28.5596,97.7664
56.071,-0.854741,-10.8436,4.80995,-48.0315,28.5975,99.5142
56.075,-0.747089,-10.5121,4.7844,-47.4712,28.6606,100.692
56.081,-0.753344,-10.2165,4.73505,-45.1327,28.3611,101.866
