t,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
56.071,-1.9256,11.7356,0.129335,-76.2329,6.28662,-84.7168
56.075,-1.825,11.429,-0.00478728,-76.0498,6.71387,-85.9375
56.081,-1.825,11.1368,-0.0718484,-74.1577,7.62939,-87.5244
56.086,-1.82022,10.9548,-0.0766455,-71.228,9.52148,-89.2334
56.09,-1.7819,10.8447,-0.0670612,-68.1763,12.207,-90.8203
56.096,-1.7771,10.7201,-0.0622739,-65.3076,15.8691,-92.4683
56.1,-1.79147,10.586,-0.0287433,-62.3169,19.9585,-94.2993
56.106,-1.76274,10.4567,0.00958437,-59.1431,23.7427,-95.8862
56.11,-1.83459,10.3656,0.0622739,-55.8472,27.2217,-97.1069
56.116,-1.91122,10.2938,0.100592,-52.9785,29.7241,-98.1445
56.12,-1.9735,10.2124,0.0910074,-50.4761,31.311,-98.999
56.125,-1.97828,10.0926,0.0910074,-48.2178,31.9824,-99.9756
56.131,-2.01182,9.94412,0.0766455,-46.2646,31.6772,-100.525
56.135,-2.03577,9.84832,0.0814328,-44.4336,30.6396,-100.952
56.141,-2.08846,9.69983,0.0622739,-42.6636,29.2358,-101.379
56.145,-2.08846,9.54176,0.0383179,-40.9546,27.6489,-101.501
56.15,-2.13157,9.43159,-0.0191589,-39.3677,25.6958,-101.257
56.155,-2.12678,9.29747,-0.0574768,-37.8418,23.4375,-100.952
56.16,-2.15552,9.19688,-0.162866,-36.3159,20.813,-100.525
56.165,-2.18426,9.10107,-0.201183,-34.9731,17.8833,-99.6704
56.17,-2.21779,9.01965,-0.244289,-33.7524,14.7095,-98.6938
56.175,-2.22737,8.97653,-0.234714,-32.7148,11.3525,-97.6562
56.18,-2.24174,8.96696,-0.268245,-31.7383,7.56836,-96.4355
56.185,-2.213,8.8999,-0.268245,-31.0059,3.72314,-94.9097
56.189,-2.24653,8.83284,-0.234714,-30.5786,-0.366211,-93.3227
56.194,-2.20821,8.74662,-0.234714,-30.2124,-4.5166,-91.8579
56.199,-2.15552,8.64123,-0.234714,-30.0903,-8.42285,-90.0879
56.204,-2.13157,8.58854,-0.210758,-29.7852,-12.3291,-88.0737
56.209,-2.08846,8.53585,-0.182025,-29.3579,-16.0522,-85.6934
56.214,-2.05493,8.50232,-0.215555,-28.8696,-19.5312,-83.2519
56.219,-2.00224,8.50232,-0.158069,-28.5645,-22.8271,-80.6274
56.224,-1.94954,8.42568,-0.0622739,-28.2593,-25.9399,-78.064
56.228,-1.90165,8.34425,-0.0766455,-28.1372,-28.7476,-75.6836
56.233,-1.84896,8.28677,-0.00958437,-28.0151,-30.8838,-73.0591
56.238,-1.75794,8.21013,-0.00478728,-27.71,-32.7148,-70.4346
