t,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
55.962,-3.19975,-8.21013,1.79147,-75.8667,-67.5659,-69.8242
55.967,-2.99378,-8.22929,1.7771,-75.2563,-66.7725,-65.6128
55.971,-2.78781,-8.2724,1.56156,-73.6084,-65.3076,-61.4624
55.977,-2.5004,-8.23407,1.34121,-71.106,-62.7441,-56.4575
55.981,-2.29922,-8.25324,1.24062,-69.0918,-59.4482,-51.3916
55.987,-2.15552,-8.31551,1.13045,-67.0776,-55.3589,-47.0581
55.992,-2.03097,-8.464,1.02507,-64.9414,-50.8423,-43.2739
55.997,-1.95913,-8.71309,0.953218,-62.7441,-46.2036,-39.7339
56.002,-1.87291,-9.00048,0.843052,-59.8755,-41.2598,-36.1328
56.007,-1.74357,-9.29268,0.684973,-56.2744,-36.2549,-32.3486
56.012,-1.59987,-9.58008,0.565223,-51.9409,-30.6396,-28.6865
56.017,-1.52323,-9.84353,0.392783,-47.1802,-24.5972,-24.9023
56.022,-1.44181,-10.0351,0.114963,-41.9922,-18.0054,-21.4233
56.027,-1.39869,-10.2124,-0.0718484,-36.377,-10.9253,-17.9443
56.033,-1.41306,-10.3609,-0.210758,-30.4565,-3.23486,-14.7095
56.038,-1.51844,-10.5381,-0.445472,-24.5361,4.39453,-11.7798
56.043,-1.66693,-10.6674,-0.555648,-18.5547,11.3525,-9.82666
56.048,-1.82979,-10.7153,-0.694558,-12.2681,17.7612,-8.11768
56.053,-1.91602,-10.7967,-0.713717,-5.92041,23.6206,-6.04248
56.058,-1.90644,-10.8351,-0.756822,0.671387,29.4189,-3.60107
56.063,-1.93518,-10.7776,-0.728088,7.01904,35.3394,-1.34277
56.068,-2.0166,-10.7345,-0.775991,12.9395,41.5649,0.610352
56.074,-2.19384,-10.6626,-0.684973,19.165,48.0347,1.95312
56.079,-2.27048,-10.5333,-0.488587,25.7568,55.0537,3.23486
56.084,-2.3567,-10.313,-0.186812,32.0435,62.3169,4.82178
56.089,-2.47166,-10.1405,0.196396,36.8652,69.7632,6.65283
56.094,-2.65368,-9.91538,0.354465,39.6118,76.9043,8.11768
56.099,-3.03688,-9.76689,0.455056,40.4053,82.8247,9.46045
56.104,-3.43925,-9.6136,0.57001,40.5884,86.5478,10.9863
56.109,-3.85119,-9.3789,0.708929,40.5884,87.7075,12.3291
56.115,-4.19607,-9.15376,0.814308,39.7949,87.0972,13.5498
56.12,-4.27272,-8.943,0.74246,38.3301,84.7168,14.7705
56.125,-4.36372,-8.78493,0.699345,36.9873,81.7871,15.3809
56.13,-4.19607,-8.62686,0.929272,36.499,80.7495,15.564
56.135,-3.91346,-8.41131,1.07776,35.7666,81.3599,15.8081
56.14,-3.86556,-8.27719,1.09213,33.4473,82.5195,16.1743
56.145,-3.90388,-8.20055,0.986749,29.9072,83.0688,15.9302
56.151,-4.15297,-8.08079,0.905316,26.8555,81.7261,15.5029
56.156,-4.31103,-7.94668,0.88137,24.1089,78.0029,15.0146
56.161,-4.30625,-7.84129,0.88137,21.4233,72.876,14.5264
56.166,-4.1865,-7.73112,0.866998,18.3105,67.749,13.9771
56.171,-4.03321,-7.69759,0.871785,14.5264,63.1714,13.1836
56.176,-4.00926,-7.69759,0.919687,10.6812,59.2651,11.9629
56.181,-4.038,-7.72154,1.01069,6.71387,55.6641,10.8643
56.186,-4.12422,-7.85087,1.05381,3.11279,51.6357,9.64355
56.192,-4.22003,-7.96104,1.04423,-0.183105,46.875,8.30078
56.196,-4.25356,-8.21013,0.986749,-3.17383,41.1377,7.01904
56.202,-4.24397,-8.28677,0.88137,-5.49316,35.0342,5.92041
