t,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
56.736,12.4589,-7.44851,-6.16957,-2.62451,17.8833,95.0317
56.741,21.9384,-10.0447,-2.59141,-7.38525,16.4795,72.3267
56.746,27.6385,-11.0027,3.05125,-1.0376,8.17871,65.2466
56.751,27.6816,-8.78493,7.7934,10.437,22.0337,72.1436
56.756,23.5191,-7.06531,9.99202,16.4795,65.6128,82.5195
56.761,14.0204,-7.47246,9.69983,14.5874,115.723,82.8247
56.766,5.75763,-10.0591,8.02331,9.94873,144.409,81.4819
56.77,2.56267,-13.6085,6.11688,5.49316,148.621,89.5996
56.775,1.734,-16.6741,4.13859,1.46484,145.813,105.286
56.78,-0.550851,-17.9147,2.55309,-2.38037,145.508,121.399
56.785,-3.05604,-17.4214,0.74246,-5.98144,136.23,133.789
56.79,-4.58885,-16.1185,-1.13524,-9.64355,117.31,137.634
56.795,-5.91091,-15.1222,-2.44771,-14.3433,99.3652,134.888
56.8,-5.92528,-14.2552,-2.75906,-17.395,85.8765,130.31
56.805,-4.54096,-13.4313,-2.55788,-18.6157,78.7354,125.488
56.809,-2.72074,-12.0853,-1.99266,-18.7988,72.3877,120.483
56.814,-0.823883,-10.6818,-1.66215,-19.4092,64.1479,118.408
56.819,1.11129,-9.22082,-2.09804,-20.0195,54.5654,116.699
